Name,ID,level,maxlevel,levelreq,classspecific,class,classlevelreq,mod1code,itype1,itype2,itype3,itype4,itype5,itype6,itype7,etype1,etype2,etype3,etype4,etype5
Camphor,1142,2,,1,,,,res-ltng,jewl,,,,,,,,,,,
Ambergris,1143,19,,14,,,,res-ltng,jewl,,,,,,,,,,,
Beryl,1144,1,,1,,,,res-pois,lcha,,,,,,,,,,,
Viridian,1145,10,,7,,,,res-pois,lcha,,,,,,,,,,,
Jade,1146,20,,15,,,,res-pois,lcha,,,,,,,,,,,
Emerald,1147,30,,22,,,,res-pois,lcha,,,,,,,,,,,
Beryl,1148,1,,1,,,,res-pois,mcha,,,,,,,,,,,
Viridian,1149,16,,12,,,,res-pois,mcha,,,,,,,,,,,
Jade,1150,25,,18,,,,res-pois,mcha,,,,,,,,,,,
Emerald,1151,35,,27,,,,res-pois,mcha,,,,,,,,,,,
Beryl,1152,1,,1,,,,res-pois,scha,,,,,,,,,,,
Viridian,1153,14,,10,,,,res-pois,scha,,,,,,,,,,,
Jade,1154,27,,20,,,,res-pois,scha,,,,,,,,,,,
Emerald,1155,40,,32,,,,res-pois,scha,,,,,,,,,,,
Beryl,1156,5,,3,,,,res-pois,armo,weap,ring,amul,orb,circ,,,,,,
Viridian,1157,12,,9,,,,res-pois,armo,ring,amul,orb,circ,,,,,,,
Viridian,1158,35,,26,,,,res-pois,weap,,,,,,,orb,,,,
Jade,1159,18,,13,,,,res-pois,armo,ring,amul,orb,circ,,,,,,,
Jade,1160,55,,41,,,,res-pois,weap,,,,,,,orb,,,,
Emerald,1161,25,,18,,,,res-pois,rod,boot,amul,orb,circ,,,,,,,
Beryl,1162,2,,1,,,,res-pois,jewl,,,,,,,,,,,
Jade,1163,19,,14,,,,res-pois,jewl,,,,,,,,,,,
Triumphant,1164,3,,2,,,,mana-kill,weap,ring,circ,,,,,,,,,
Victorious,1165,17,,12,,,,mana-kill,weap,circ,,,,,,,,,,
Aureolin,1166,22,,16,,,,mana-kill,jewl,,,,,,,,,,,
Mechanist's,1167,10,,7,,,,sock,weap,shld,helm,tors,circ,,,thro,,,,
Artificer's,1168,33,,25,,,,sock,weap,shld,helm,tors,,,,thro,,,,
Jeweler's,1169,55,,47,,,,sock,weap,shld,helm,tors,,,,thro,,,,
Assamic,1170,3,,1,,,,att-demon,weap,circ,,,,,,wand,orb,,,
Arcadian,1171,15,,11,,,,att-demon,weap,circ,,,,,,wand,orb,,,
Unearthly,1172,25,,18,,,,att-demon,weap,,,,,,,wand,orb,,,
Astral,1173,35,,26,,,,att-demon,weap,,,,,,,wand,orb,,,
Elysian,1174,45,,33,,,,att-demon,weap,,,,,,,wand,orb,,,
Celestial,1175,55,,41,,,,att-demon,weap,,,,,,,wand,orb,,,
Diamond,1176,26,,19,,,,att-demon,jewl,,,,,,,,,,,
Fletcher's,1177,50,,42,ama,,,skilltab,lcha,,,,,,,,,,,
Acrobat's,1178,50,,42,ama,,,skilltab,lcha,,,,,,,,,,,
Harpoonist's,1179,50,,42,ama,,,skilltab,lcha,,,,,,,,,,,
Fletcher's,1180,20,,15,ama,,,skilltab,miss,glov,,,,,,,,,,
Bowyer's,1181,40,,30,ama,,,skilltab,miss,glov,,,,,,,,,,
Archer's,1182,60,,45,ama,,,skilltab,miss,glov,,,,,,,,,,
Acrobat's,1183,20,,15,ama,,,skilltab,glov,amul,circ,,,,,,,,,
Gymnast's,1184,40,,30,ama,,,skilltab,glov,amul,circ,,,,,,,,,
Athlete's,1185,60,,45,ama,,,skilltab,glov,amul,circ,,,,,,,,,
Harpoonist's,1186,20,,15,ama,,,skilltab,spea,glov,,,,,,,,,,
Spearmaiden's,1187,40,,30,ama,,,skilltab,spea,glov,,,,,,,,,,
Lancer's,1188,60,,45,ama,,,skilltab,spea,glov,,,,,,,,,,
Burning,1189,50,,42,sor,,,skilltab,lcha,,,,,,,,,,,
Sparking,1190,50,,42,sor,,,skilltab,lcha,,,,,,,,,,,
Chilling,1191,50,,42,sor,,,skilltab,lcha,,,,,,,,,,,
Burning,1192,20,,15,sor,,,skilltab,staff,orb,amul,circ,,,,,,,,
Blazing,1193,40,,30,sor,,,skilltab,staff,orb,amul,circ,,,,,,,,
Volcanic,1194,60,,45,sor,,,skilltab,staff,orb,amul,circ,,,,,,,,
Sparking,1195,20,,15,sor,,,skilltab,staff,orb,amul,circ,,,,,,,,
Charged,1196,40,,30,sor,,,skilltab,staff,orb,amul,circ,,,,,,,,
Powered,1197,60,,45,sor,,,skilltab,staff,orb,amul,circ,,,,,,,,
Chilling,1198,20,,15,sor,,,skilltab,staff,orb,amul,circ,,,,,,,,
Freezing,1199,40,,30,sor,,,skilltab,staff,orb,amul,circ,,,,,,,,
Glacial,1200,60,,45,sor,,,skilltab,staff,orb,amul,circ,,,,,,,,
Hexing,1201,50,,42,nec,,,skilltab,lcha,,,,,,,,,,,
Fungal,1202,50,,42,nec,,,skilltab,lcha,,,,,,,,,,,
Graverobber's,1203,50,,42,nec,,,skilltab,lcha,,,,,,,,,,,
Hexing,1204,20,,15,nec,,,skilltab,wand,head,amul,circ,,,,,,,,
Blighting,1205,40,,30,nec,,,skilltab,wand,head,amul,circ,,,,,,,,
Accursed,1206,60,,45,nec,,,skilltab,wand,head,amul,circ,,,,,,,,
Fungal,1207,20,,15,nec,,,skilltab,wand,head,amul,knif,circ,,,tkni,,,,
Noxious,1208,40,,30,nec,,,skilltab,wand,head,amul,knif,circ,,,tkni,,,,
Venomous,1209,60,,45,nec,,,skilltab,wand,head,amul,knif,circ,,,tkni,,,,
Graverobber's,1210,20,,15,nec,,,skilltab,wand,head,amul,circ,,,,,,,,
Vodoun,1211,40,,30,nec,,,skilltab,wand,head,amul,circ,,,,,,,,
Golemlord's,1212,60,,45,nec,,,skilltab,wand,head,amul,circ,,,,,,,,
Lion Branded,1213,50,,42,pal,,,skilltab,lcha,,,,,,,,,,,
Captain's,1214,50,,42,pal,,,skilltab,lcha,,,,,,,,,,,
Preserver's,1215,50,,42,pal,,,skilltab,lcha,,,,,,,,,,,
Lion Branded,1216,20,,15,pal,,,skilltab,scep,swor,mace,shld,ashd,amul,circ,,,,,
Hawk Branded,1217,40,,30,pal,,,skilltab,scep,swor,mace,shld,ashd,amul,circ,,,,,
Rose Branded,1218,60,,45,pal,,,skilltab,scep,swor,mace,shld,ashd,amul,circ,,,,,
Captain's,1219,20,,15,pal,,,skilltab,scep,swor,mace,shld,ashd,amul,circ,,,,,
Commander's,1220,40,,30,pal,,,skilltab,scep,swor,mace,shld,ashd,amul,circ,,,,,
Marshal's,1221,60,,45,pal,,,skilltab,scep,swor,mace,shld,ashd,amul,circ,,,,,
Preserver's,1222,20,,15,pal,,,skilltab,shld,ashd,amul,circ,,,,,,,,
Warder's,1223,40,,30,pal,,,skilltab,shld,ashd,amul,circ,,,,,,,,
Guardian's,1224,60,,45,pal,,,skilltab,shld,ashd,amul,circ,,,,,,,,
Expert's,1225,50,,42,bar,,,skilltab,lcha,,,,,,,,,,,
Fanatic,1226,50,,42,bar,,,skilltab,lcha,,,,,,,,,,,
Sounding,1227,50,,42,bar,,,skilltab,lcha,,,,,,,,,,,
Expert's,1228,20,,15,bar,,,skilltab,phlm,weap,helm,,,,,miss,rod,,,
Veteran's,1229,40,,30,bar,,,skilltab,phlm,weap,helm,,,,,miss,rod,,,
Master's,1230,60,,45,bar,,,skilltab,phlm,weap,helm,,,,,miss,rod,,,
Fanatic,1231,20,,15,bar,,,skilltab,phlm,weap,amul,,,,,miss,rod,,,
Raging,1232,40,,30,bar,,,skilltab,phlm,weap,amul,,,,,miss,rod,,,
Furious,1233,60,,45,bar,,,skilltab,phlm,weap,amul,,,,,miss,rod,,,
Sounding,1234,20,,15,bar,,,skilltab,phlm,weap,amul,,,,,miss,rod,,,
Resonant,1235,40,,30,bar,,,skilltab,phlm,weap,amul,,,,,miss,rod,,,
Echoing,1236,60,,45,bar,,,skilltab,phlm,weap,amul,,,,,miss,rod,,,
Trainer's,1237,50,,42,dru,,,skilltab,lcha,,,,,,,,,,,
Spiritual,1238,50,,42,dru,,,skilltab,lcha,,,,,,,,,,,
Nature's,1239,50,,42,dru,,,skilltab,lcha,,,,,,,,,,,
Trainer's,1240,20,,15,dru,,,skilltab,club,pelt,amul,circ,,,,,,,,
Caretaker's,1241,40,,30,dru,,,skilltab,club,pelt,amul,circ,,,,,,,,
Keeper's,1242,60,,45,dru,,,skilltab,club,pelt,amul,circ,,,,,,,,
Spiritual,1243,20,,15,dru,,,skilltab,club,pelt,amul,circ,,,,,,,,
Feral,1244,40,,30,dru,,,skilltab,club,pelt,amul,circ,,,,,,,,
Communal,1245,60,,45,dru,,,skilltab,club,pelt,amul,circ,,,,,,,,
Nature's,1246,20,,15,dru,,,skilltab,club,pelt,amul,circ,,,,,,,,
Terra's,1247,40,,30,dru,,,skilltab,club,pelt,amul,circ,,,,,,,,
Gaea's,1248,60,,45,dru,,,skilltab,club,pelt,amul,circ,,,,,,,,
Entrapping,1249,50,,42,ass,,,skilltab,lcha,,,,,,,,,,,
Mentalist's,1250,50,,42,ass,,,skilltab,lcha,,,,,,,,,,,
Shogukusha's,1251,50,,42,ass,,,skilltab,lcha,,,,,,,,,,,
Entrapping,1252,20,,15,ass,,,skilltab,h2h,amul,circ,,,,,,,,,
Trickster's,1253,40,,30,ass,,,skilltab,h2h,amul,circ,,,,,,,,,
Cunning,1254,60,,45,ass,,,skilltab,h2h,amul,circ,,,,,,,,,
Mentalist's,1255,20,,15,ass,,,skilltab,h2h,amul,helm,circ,,,,,,,,
Psychic,1256,40,,30,ass,,,skilltab,h2h,amul,helm,circ,,,,,,,,
Shadow,1257,60,,45,ass,,,skilltab,h2h,amul,helm,circ,,,,,,,,
Shogukusha's,1258,20,,15,ass,,,skilltab,h2h,amul,glov,circ,,,,,,,,
Sensei's,1259,40,,30,ass,,,skilltab,h2h,amul,glov,circ,,,,,,,,
Kenshi's,1260,60,,45,ass,,,skilltab,h2h,amul,glov,circ,,,,,,,,
Miocene,1261,1,,1,,,,ac/lvl,tors,,,,,,,,,,,
Miocene,1262,1,,1,,,,ac/lvl,glov,boot,belt,shld,,,,,,,,
Oligocene,1263,10,,7,,,,ac/lvl,tors,,,,,,,,,,,
Oligocene,1264,10,,7,,,,ac/lvl,glov,boot,belt,shld,,,,,,,,
Eocene,1265,20,,15,,,,ac/lvl,tors,,,,,,,,,,,
Eocene,1266,20,,15,,,,ac/lvl,glov,boot,belt,shld,,,,,,,,
Paleocene,1267,30,,22,,,,ac/lvl,tors,,,,,,,,,,,
Paleocene,1268,30,,22,,,,ac/lvl,glov,boot,belt,shld,,,,,,,,
Knave's,1269,1,,1,,,,dmg/lvl,weap,,,,,,,staf,wand,orb,,
Jack's,1270,10,,7,,,,dmg/lvl,weap,,,,,,,staf,wand,orb,,
Jester's,1271,20,,15,,,,dmg/lvl,weap,,,,,,,staf,wand,orb,,
Joker's,1272,35,,26,,,,dmg/lvl,weap,,,,,,,staf,wand,orb,,
Trump,1273,50,,37,,,,dmg/lvl,weap,,,,,,,staf,wand,orb,,
Loud,1274,1,,1,,,,dmg/lvl,weap,,,,,,,staf,wand,orb,,
Calling,1275,10,,7,,,,dmg/lvl,weap,,,,,,,staf,wand,orb,,
Yelling,1276,20,,15,,,,dmg/lvl,weap,,,,,,,staf,wand,orb,,
Shouting,1277,35,,26,,,,dmg/lvl,weap,,,,,,,staf,wand,orb,,
Gritty,1278,50,,37,,,,dmg/lvl,weap,,,,,,,staf,wand,orb,,
Paradox,1279,25,,18,,,,ac%/lvl,tors,,,,,,,,,,,
Paradox,1280,25,,18,,,,dmg%/lvl,weap,,,,,,,staf,wand,orb,,
Robineye,1281,1,,1,,,,att/lvl,weap,,,,,,,staf,wand,orb,,
Sparroweye,1282,10,,7,,,,att/lvl,weap,,,,,,,staf,wand,orb,,
Falconeye,1283,20,,15,,,,att/lvl,weap,,,,,,,staf,wand,orb,,
Hawkeye,1284,35,,26,,,,att/lvl,weap,,,,,,,staf,wand,orb,,
Eagleeye,1285,50,,37,,,,att/lvl,weap,,,,,,,staf,wand,orb,,
Visionary,1286,25,,18,,,,att%/lvl,helm,miss,,,,,,,,,,
Mnemonic,1287,25,,18,,,,mana/lvl,helm,,,,,,,,,,,
Snowflake,1288,25,,18,,,,cold-len,weap,circ,,,,,,,,,,
Shivering,1289,35,,26,,,,cold-len,weap,,,,,,,,,,,
Boreal,1290,50,,40,,,,cold-len,weap,,,,,,,,,,,
Hibernal,1291,70,,60,,,,cold-len,weap,,,,,,,,,,,
Ember,1292,25,,18,,,,fire-min,weap,circ,,,,,,,,,,
Smoldering,1293,35,,26,,,,fire-min,weap,,,,,,,,,,,
Smoking,1294,47,,37,,,,fire-min,weap,,,,,,,,,,,
Flaming,1295,61,,51,,,,fire-min,weap,,,,,,,,,,,
Scorching,1296,77,,67,,,,fire-min,weap,,,,,,,,,,,
Static,1297,25,,18,,,,ltng-min,weap,circ,,,,,,,,,,
Glowing,1298,34,,25,,,,ltng-min,weap,,,,,,,,,,,
Buzzing,1299,46,,36,,,,ltng-min,weap,,,,,,,,,,,
Arcing,1300,60,,50,,,,ltng-min,weap,,,,,,,,,,,
Shocking,1301,76,,66,,,,ltng-min,weap,,,,,,,,,,,
Septic,1302,1,,1,,,,dmg-pois,weap,circ,,,,,,,,,,
Envenomed,1303,10,,7,,,,dmg-pois,weap,,,,,,,,,,,
Corosive,1304,20,,15,,,,dmg-pois,weap,,,,,,,,,,,
Toxic,1305,35,,26,,,,dmg-pois,weap,,,,,,,,,,,
Pestilent,1306,50,,37,,,,dmg-pois,weap,,,,,,,,,,,
Maiden's,1307,36,,27,ama,,,ama,amul,circ,,,,,,,,,,
Valkyrie's,1308,90,,67,ama,,,ama,amul,circ,,,,,,,,,,
Maiden's,1309,30,,22,ama,,,ama,miss,spea,,,,,,,,,,
Valkyrie's,1310,50,,42,ama,,,ama,miss,spea,,,,,,,,,,
Monk's,1311,36,,27,pal,,,pal,amul,circ,,,,,,,,,,
Priest's,1312,90,,67,pal,,,pal,amul,circ,,,,,,,,,,
Monk's,1313,30,,22,pal,,,pal,scep,ashd,,,,,,,,,,
Priest's,1314,50,,42,pal,,,pal,scep,ashd,,,,,,,,,,
Monk's,1315,35,,27,pal,,,pal,swor,mace,hamm,shld,,,,,,,,
Priest's,1316,65,,58,pal,,,pal,swor,mace,hamm,shld,,,,,,,,
Summoner's,1317,36,,27,nec,,,nec,amul,circ,,,,,,,,,,
Necromancer's,1318,90,,67,nec,,,nec,amul,circ,,,,,,,,,,
Summoner's,1319,30,,22,nec,,,nec,wand,knif,head,,,,,,,,,
Necromancer's,1320,50,,42,nec,,,nec,wand,knif,head,,,,,,,,,
Angel's,1321,36,,27,sor,,,sor,amul,circ,,,,,,,,,,
Arch-Angel's,1322,90,,67,sor,,,sor,amul,circ,,,,,,,,,,
Angel's,1323,30,,22,sor,,,sor,staf,orb,,,,,,,,,,
Arch-Angel's,1324,50,,42,sor,,,sor,staf,orb,,,,,,,,,,
Slayer's,1325,36,,27,bar,,,bar,amul,circ,,,,,,,,,,
Berserker's,1326,90,,67,bar,,,bar,amul,circ,,,,,,,,,,
Slayer's,1327,30,,22,bar,,,bar,tkni,axe,spea,club,swor,hamm,mace,jave,,,,
Berserker's,1328,50,,42,bar,,,bar,tkni,axe,spea,club,swor,hamm,mace,jave,,,,
Slayer's,1329,30,,22,bar,,,bar,phlm,,,,,,,,,,,
Berserker's,1330,50,,42,bar,,,bar,phlm,,,,,,,,,,,
Shaman's,1331,36,,27,dru,,,dru,amul,circ,,,,,,,,,,
Hierophant's,1332,90,,67,dru,,,dru,amul,circ,,,,,,,,,,
Shaman's,1333,30,,22,dru,,,dru,club,pelt,,,,,,,,,,
Hierophant's,1334,50,,42,dru,,,dru,club,pelt,,,,,,,,,,
Magekiller's,1335,36,,27,ass,,,ass,amul,circ,,,,,,,,,,
Witch-hunter's,1336,90,,67,ass,,,ass,amul,circ,,,,,,,,,,
Magekiller's,1337,30,,22,ass,,,ass,h2h,,,,,,,,,,,
Witch-hunter's,1338,50,,42,ass,,,ass,h2h,,,,,,,,,,,
Compact,1339,1,,1,,,,stack,thro,,,,,,,,,,,
Thin,1340,17,,12,,,,stack,thro,,,,,,,,,,,
Dense,1341,38,,30,,,,stack,thro,,,,,,,,,,,
Consecrated,1342,1,,1,,,,att-undead,weap,,,,,,,wand,orb,,,
Pure,1343,15,,11,,,,att-undead,weap,,,,,,,wand,orb,,,
Sacred,1344,25,,18,,,,att-undead,weap,,,,,,,wand,orb,,,
Hallowed,1345,35,,27,,,,att-undead,weap,,,,,,,wand,orb,,,
Divine,1346,45,,37,,,,att-undead,weap,,,,,,,wand,orb,,,
Pearl,1347,18,,13,,,,att-undead,jewl,,,,,,,,,,,
Crimson,1348,5,,3,,,,res-fire,armo,ring,amul,orb,circ,weap,,,,,,
Red,1349,15,,11,,,,dmg-min,lcha,,,,,,,,,,,
Sanguinary,1350,45,,37,,,,dmg-min,lcha,,,,,,,,,,,
Bloody,1351,75,,67,,,,dmg-min,lcha,,,,,,,,,,,
Red,1352,30,,22,,,,dmg-min,mcha,,,,,,,,,,,
Sanguinary,1353,60,,52,,,,dmg-min,mcha,,,,,,,,,,,
Red,1354,90,,82,,,,dmg-min,scha,,,,,,,,,,,
Jagged,1355,7,,5,,,,dmg-max,lcha,,,,,,,,,,,
Forked,1356,37,,29,,,,dmg-max,lcha,,,,,,,,,,,
Serrated,1357,67,,59,,,,dmg-max,lcha,,,,,,,,,,,
Jagged,1358,22,,16,,,,dmg-max,mcha,,,,,,,,,,,
Forked,1359,52,,44,,,,dmg-max,mcha,,,,,,,,,,,
Jagged,1360,81,,73,,,,dmg-max,scha,,,,,,,,,,,
Snowflake,1361,9,,6,,,,cold-len,lcha,,,,,,,,,,,
Shivering,1362,15,,11,,,,cold-len,lcha,,,,,,,,,,,
Boreal,1363,30,,22,,,,cold-len,lcha,,,,,,,,,,,
Hibernal,1364,45,,38,,,,cold-len,lcha,,,,,,,,,,,
Snowflake,1365,18,,13,,,,cold-len,mcha,,,,,,,,,,,
Shivering,1366,29,,21,,,,cold-len,mcha,,,,,,,,,,,
Boreal,1367,49,,41,,,,cold-len,mcha,,,,,,,,,,,
Hibernal,1368,69,,61,,,,cold-len,mcha,,,,,,,,,,,
Snowflake,1369,27,,20,,,,cold-len,scha,,,,,,,,,,,
Shivering,1370,42,,34,,,,cold-len,scha,,,,,,,,,,,
Boreal,1371,66,,58,,,,cold-len,scha,,,,,,,,,,,
Hibernal,1372,91,,83,,,,cold-len,scha,,,,,,,,,,,
Ember,1373,5,,3,,,,fire-min,lcha,,,,,,,,,,,
Smoldering,1374,15,,11,,,,fire-min,lcha,,,,,,,,,,,
Smoking,1375,28,,21,,,,fire-min,lcha,,,,,,,,,,,
Flaming,1376,43,,35,,,,fire-min,lcha,,,,,,,,,,,
Ember,1377,13,,9,,,,fire-min,mcha,,,,,,,,,,,
Smoldering,1378,27,,20,,,,fire-min,mcha,,,,,,,,,,,
Smoking,1379,47,,39,,,,fire-min,mcha,,,,,,,,,,,
Flaming,1380,67,,59,,,,fire-min,mcha,,,,,,,,,,,
Ember,1381,21,,15,,,,fire-min,scha,,,,,,,,,,,
Smoldering,1382,40,,32,,,,fire-min,scha,,,,,,,,,,,
Smoking,1383,64,,56,,,,fire-min,scha,,,,,,,,,,,
Flaming,1384,89,,81,,,,fire-min,scha,,,,,,,,,,,
Static,1385,7,,5,,,,ltng-min,lcha,,,,,,,,,,,
Glowing,1386,14,,10,,,,ltng-min,lcha,,,,,,,,,,,
Arcing,1387,29,,21,,,,ltng-min,lcha,,,,,,,,,,,
Shocking,1388,44,,36,,,,ltng-min,lcha,,,,,,,,,,,
Static,1389,14,,10,,,,ltng-min,mcha,,,,,,,,,,,
Glowing,1390,28,,20,,,,ltng-min,mcha,,,,,,,,,,,
Arcing,1391,48,,40,,,,ltng-min,mcha,,,,,,,,,,,
Shocking,1392,68,,60,,,,ltng-min,mcha,,,,,,,,,,,
Static,1393,23,,17,,,,ltng-min,scha,,,,,,,,,,,
Glowing,1394,41,,33,,,,ltng-min,scha,,,,,,,,,,,
Arcing,1395,65,,57,,,,ltng-min,scha,,,,,,,,,,,
Shocking,1396,90,,82,,,,ltng-min,scha,,,,,,,,,,,
Septic,1397,1,,1,,,,dmg-pois,lcha,,,,,,,,,,,
Envenomed,1398,12,,9,,,,dmg-pois,lcha,,,,,,,,,,,
Toxic,1399,27,,20,,,,dmg-pois,lcha,,,,,,,,,,,
Pestilent,1400,42,,34,,,,dmg-pois,lcha,,,,,,,,,,,
Septic,1401,9,,6,,,,dmg-pois,mcha,,,,,,,,,,,
Envenomed,1402,26,,19,,,,dmg-pois,mcha,,,,,,,,,,,
Toxic,1403,46,,38,,,,dmg-pois,mcha,,,,,,,,,,,
Pestilent,1404,66,,58,,,,dmg-pois,mcha,,,,,,,,,,,
Septic,1405,18,,13,,,,dmg-pois,scha,,,,,,,,,,,
Envenomed,1406,39,,31,,,,dmg-pois,scha,,,,,,,,,,,
Toxic,1407,63,,55,,,,dmg-pois,scha,,,,,,,,,,,
Pestilent,1408,88,,80,,,,dmg-pois,scha,,,,,,,,,,,
Tireless,1409,1,5,1,,,,regen-stam,boot,,,,,,,,,,,
Lizard's,1410,1,2,1,,,,mana,armo,ring,amul,rod,orb,,,boot,glov,,,
Azure,1411,1,4,1,,,,res-cold,armo,ring,amul,orb,circ,,,,,,,
Crimson,1412,1,4,1,,,,res-fire,armo,ring,amul,orb,circ,,,,,,,
Tangerine,1413,1,4,1,,,,res-ltng,armo,ring,amul,orb,circ,,,,,,,
Beryl,1414,1,4,1,,,,res-pois,armo,ring,amul,orb,circ,,,,,,,
Godly,1415,50,,43,,,,ac%,armo,,,,,,,,,,,
Cruel,1416,56,,48,,,,dmg%,weap,,,,,,,staf,wand,orb,,
